taskname,start,end,duration,acclname
batch_normalization_16,14130896.0,14130973.0,77.0,BatchNormalizationNS1024
batch_normalization_14,14107442.0,14107500.0,58.0,BatchNormalizationNS1024
batch_normalization_13,14162051.0,14162128.0,77.0,BatchNormalizationNS1024
batch_normalization_19,14188253.0,14188330.0,77.0,BatchNormalizationNS1024
conv2d_17,14250649.0,14356793.0,106144.0,Conv2DNS1024
conv2d_15,14196997.0,14435995.0,238998.0,Conv2DNS512
batch_normalization_17,14535063.0,14535178.0,115.0,BatchNormalizationNS1024
batch_normalization_15,14553885.0,14553962.0,77.0,BatchNormalizationNS1024
conv2d_18,14713877.0,14872578.0,158701.0,Conv2DNS1024
batch_normalization_18,15051572.0,15051687.0,115.0,BatchNormalizationNS1024
conv2d_23,15140479.0,15176321.0,35842.0,Conv2DNS1024
conv2d_21,15140479.0,15184238.0,43759.0,Conv2DNS512
conv2d_20,15176321.0,15211965.0,35644.0,Conv2DNS1024
conv2d_26,15184238.0,15241604.0,57366.0,Conv2DNS512
batch_normalization_23,15295263.0,15295340.0,77.0,BatchNormalizationNS1024
batch_normalization_21,15273610.0,15273668.0,58.0,BatchNormalizationNS1024
batch_normalization_20,15330271.0,15330348.0,77.0,BatchNormalizationNS1024
batch_normalization_26,15360273.0,15360350.0,77.0,BatchNormalizationNS1024
conv2d_24,15413589.0,15519062.0,105473.0,Conv2DNS1024
conv2d_22,15363421.0,15601923.0,238502.0,Conv2DNS512
batch_normalization_24,15698408.0,15698523.0,115.0,BatchNormalizationNS1024
batch_normalization_22,15721302.0,15721379.0,77.0,BatchNormalizationNS1024
conv2d_25,15876690.0,16036340.0,159650.0,Conv2DNS1024
batch_normalization_25,16215232.0,16215347.0,115.0,BatchNormalizationNS1024
conv2d_28,16305252.0,16340132.0,34880.0,Conv2DNS1024
conv2d_27,16305252.0,17587315.0,1282063.0,Conv2DNS512
batch_normalization_28,16458884.0,16458961.0,77.0,BatchNormalizationNS1024
batch_normalization_27,17756292.0,17756401.0,109.0,BatchNormalizationNS1024
conv2d_29,16578987.0,16685143.0,106156.0,Conv2DNS1024
batch_normalization_29,16864328.0,16864443.0,115.0,BatchNormalizationNS1024
conv2d_30,17043215.0,17126347.0,83132.0,Conv2DNS1024
batch_normalization_30,17165040.0,17165068.0,28.0,BatchNormalizationNS1024
conv2d_35,18008306.0,18107250.0,98944.0,Conv2DNS1024
conv2d_32,18008753.0,18135641.0,126888.0,Conv2DNS512
conv2d_31,18009767.0,18283313.0,273546.0,Conv2DNS256
conv2d_40,18009858.0,18450320.0,440462.0,Conv2DNS128
batch_normalization_35,18163992.0,18164029.0,37.0,BatchNormalizationNS1024
batch_normalization_32,18192594.0,18192631.0,37.0,BatchNormalizationNS1024
batch_normalization_31,18367067.0,18367122.0,55.0,BatchNormalizationNS1024
batch_normalization_40,18534829.0,18534884.0,55.0,BatchNormalizationNS1024
conv2d_36,18219692.0,18335718.0,116026.0,Conv2DNS1024
conv2d_33,18249048.0,18396898.0,147850.0,Conv2DNS512
batch_normalization_36,18392259.0,18392296.0,37.0,BatchNormalizationNS1024
batch_normalization_33,18452916.0,18452953.0,37.0,BatchNormalizationNS1024
conv2d_37,18449434.0,18564256.0,114822.0,Conv2DNS1024
conv2d_34,18510377.0,18731408.0,221031.0,Conv2DNS512
batch_normalization_37,18620963.0,18621000.0,37.0,BatchNormalizationNS1024
batch_normalization_34,18816123.0,18816178.0,55.0,BatchNormalizationNS1024
conv2d_38,18677350.0,18791626.0,114276.0,Conv2DNS1024
batch_normalization_38,18847417.0,18847454.0,37.0,BatchNormalizationNS1024
conv2d_39,18903777.0,19077942.0,174165.0,Conv2DNS1024
batch_normalization_39,19162345.0,19162400.0,55.0,BatchNormalizationNS1024
conv2d_45,19205061.0,19329532.0,124471.0,Conv2DNS1024
conv2d_42,19205061.0,19363499.0,158438.0,Conv2DNS512
conv2d_41,19205061.0,19479317.0,274256.0,Conv2DNS256
conv2d_50,19205061.0,19644469.0,439408.0,Conv2DNS128
batch_normalization_45,19399944.0,19399990.0,46.0,BatchNormalizationNS1024
batch_normalization_42,19434211.0,19434257.0,46.0,BatchNormalizationNS1024
batch_normalization_41,19563788.0,19563843.0,55.0,BatchNormalizationNS1024
batch_normalization_50,19728261.0,19728316.0,55.0,BatchNormalizationNS1024
conv2d_46,19470741.0,19649747.0,179006.0,Conv2DNS1024
conv2d_43,19504423.0,19734190.0,229767.0,Conv2DNS512
batch_normalization_46,19719959.0,19720005.0,46.0,BatchNormalizationNS1024
batch_normalization_43,19804182.0,19804228.0,46.0,BatchNormalizationNS1024
conv2d_47,19790131.0,19969113.0,178982.0,Conv2DNS1024
conv2d_44,19874937.0,20150969.0,276032.0,Conv2DNS512
batch_normalization_47,20039128.0,20039174.0,46.0,BatchNormalizationNS1024
batch_normalization_44,20234922.0,20234977.0,55.0,BatchNormalizationNS1024
conv2d_48,20109793.0,20289644.0,179851.0,Conv2DNS1024
batch_normalization_48,20360172.0,20360218.0,46.0,BatchNormalizationNS1024
conv2d_49,20431258.0,20646987.0,215729.0,Conv2DNS1024
batch_normalization_49,20731532.0,20731587.0,55.0,BatchNormalizationNS1024
conv2d_55,20773578.0,20898301.0,124723.0,Conv2DNS1024
conv2d_52,20773578.0,20932044.0,158466.0,Conv2DNS512
conv2d_51,20773578.0,21047184.0,273606.0,Conv2DNS256
conv2d_60,20773578.0,21212808.0,439230.0,Conv2DNS128
batch_normalization_55,20968390.0,20968436.0,46.0,BatchNormalizationNS1024
batch_normalization_52,21001742.0,21001788.0,46.0,BatchNormalizationNS1024
batch_normalization_51,21131527.0,21131582.0,55.0,BatchNormalizationNS1024
batch_normalization_60,21296857.0,21296912.0,55.0,BatchNormalizationNS1024
conv2d_56,21038324.0,21218108.0,179784.0,Conv2DNS1024
conv2d_53,21072660.0,21302176.0,229516.0,Conv2DNS512
batch_normalization_56,21288555.0,21288601.0,46.0,BatchNormalizationNS1024
batch_normalization_53,21372181.0,21372227.0,46.0,BatchNormalizationNS1024
conv2d_57,21359320.0,21539409.0,180089.0,Conv2DNS1024
conv2d_54,21441899.0,21718541.0,276642.0,Conv2DNS512
batch_normalization_57,21609041.0,21609087.0,46.0,BatchNormalizationNS1024
batch_normalization_54,21803307.0,21803362.0,55.0,BatchNormalizationNS1024
conv2d_58,21679259.0,21859115.0,179856.0,Conv2DNS1024
batch_normalization_58,21929012.0,21929058.0,46.0,BatchNormalizationNS1024
conv2d_59,21999896.0,22215756.0,215860.0,Conv2DNS1024
batch_normalization_59,22298294.0,22298349.0,55.0,BatchNormalizationNS1024
conv2d_65,22341034.0,22487579.0,146545.0,Conv2DNS1024
conv2d_62,22341034.0,22530390.0,189356.0,Conv2DNS512
conv2d_61,22341034.0,22614378.0,273344.0,Conv2DNS256
conv2d_70,22487579.0,22634463.0,146884.0,Conv2DNS1024
batch_normalization_65,22571721.0,22571776.0,55.0,BatchNormalizationNS1024
batch_normalization_62,22613596.0,22613651.0,55.0,BatchNormalizationNS1024
batch_normalization_61,22698460.0,22698515.0,55.0,BatchNormalizationNS1024
batch_normalization_70,22718764.0,22718819.0,55.0,BatchNormalizationNS1024
conv2d_66,22656258.0,22917124.0,260866.0,Conv2DNS1024
conv2d_63,22698611.0,23028635.0,330024.0,Conv2DNS512
batch_normalization_66,23000933.0,23000988.0,55.0,BatchNormalizationNS1024
batch_normalization_63,23112272.0,23112327.0,55.0,BatchNormalizationNS1024
conv2d_67,23085523.0,23343063.0,257540.0,Conv2DNS1024
conv2d_64,23197315.0,23526637.0,329322.0,Conv2DNS512
batch_normalization_67,23426655.0,23426710.0,55.0,BatchNormalizationNS1024
batch_normalization_64,23609977.0,23610032.0,55.0,BatchNormalizationNS1024
conv2d_68,23510646.0,23767756.0,257110.0,Conv2DNS1024
batch_normalization_68,23852276.0,23852331.0,55.0,BatchNormalizationNS1024
conv2d_69,23935955.0,24192605.0,256650.0,Conv2DNS1024
batch_normalization_69,24277627.0,24277682.0,55.0,BatchNormalizationNS1024
conv2d_73,24319183.0,24466049.0,146866.0,Conv2DNS1024
conv2d_71,24319183.0,24507303.0,188120.0,Conv2DNS512
batch_normalization_73,24549178.0,24549233.0,55.0,BatchNormalizationNS1024
batch_normalization_71,24591810.0,24591865.0,55.0,BatchNormalizationNS1024
conv2d_74,24633552.0,24890138.0,256586.0,Conv2DNS1024
conv2d_72,24675099.0,25138455.0,463356.0,Conv2DNS512
batch_normalization_74,24973881.0,24973936.0,55.0,BatchNormalizationNS1024
batch_normalization_72,25166315.0,25166335.0,20.0,BatchNormalizationNS1024
conv2d_75,25058418.0,25315614.0,257196.0,Conv2DNS1024
batch_normalization_75,25399676.0,25399731.0,55.0,BatchNormalizationNS1024
conv2d_76,25483336.0,25741494.0,258158.0,Conv2DNS1024
batch_normalization_76,25758714.0,25758726.0,12.0,BatchNormalizationNS1024
conv2d_81,25767652.0,26212430.0,444778.0,Conv2DNS1024
conv2d_78,25767652.0,26180042.0,412390.0,Conv2DNS512
conv2d_77,25767652.0,26162380.0,394728.0,Conv2DNS256
conv2d_85,25767652.0,26065948.0,298296.0,Conv2DNS128
batch_normalization_81,26254213.0,26254241.0,28.0,BatchNormalizationNS1024
batch_normalization_78,26214543.0,26214567.0,24.0,BatchNormalizationNS1024
batch_normalization_77,26191883.0,26191903.0,20.0,BatchNormalizationNS1024
batch_normalization_85,26084757.0,26084769.0,12.0,BatchNormalizationNS1024
conv2d_82,26295802.0,27496400.0,1200598.0,Conv2DNS1024
conv2d_79,26251372.0,26622280.0,370908.0,Conv2DNS512
conv2d_80,26251476.0,26678304.0,426828.0,Conv2DNS256
batch_normalization_82,27530803.0,27530827.0,24.0,BatchNormalizationNS1024
batch_normalization_79,26658159.0,26658183.0,24.0,BatchNormalizationNS1024
batch_normalization_80,26712799.0,26712823.0,24.0,BatchNormalizationNS1024
conv2d_83,27566310.0,27937060.0,370750.0,Conv2DNS512
conv2d_84,27568126.0,27911408.0,343282.0,Conv2DNS1024
batch_normalization_83,27970516.0,27970540.0,24.0,BatchNormalizationNS1024
batch_normalization_84,27946856.0,27946880.0,24.0,BatchNormalizationNS1024
conv2d_90,27988163.0,28700485.0,712322.0,Conv2DNS1024
conv2d_87,27988163.0,28745535.0,757372.0,Conv2DNS256
conv2d_86,27988163.0,28537631.0,549468.0,Conv2DNS512
conv2d_94,27988163.0,28465525.0,477362.0,Conv2DNS128
batch_normalization_90,28739070.0,28739098.0,28.0,BatchNormalizationNS1024
batch_normalization_87,28783776.0,28783800.0,24.0,BatchNormalizationNS1024
batch_normalization_86,28564177.0,28564197.0,20.0,BatchNormalizationNS1024
batch_normalization_94,28483744.0,28483756.0,12.0,BatchNormalizationNS1024
conv2d_91,28780543.0,29981627.0,1201084.0,Conv2DNS1024
conv2d_88,28817833.0,29244583.0,426750.0,Conv2DNS256
conv2d_89,28818823.0,29190153.0,371330.0,Conv2DNS512
batch_normalization_91,30016607.0,30016631.0,24.0,BatchNormalizationNS1024
batch_normalization_88,29278368.0,29278392.0,24.0,BatchNormalizationNS1024
batch_normalization_89,29226612.0,29226636.0,24.0,BatchNormalizationNS1024
conv2d_92,30051747.0,30394721.0,342974.0,Conv2DNS1024
conv2d_93,30051273.0,30422045.0,370772.0,Conv2DNS512
batch_normalization_92,30430964.0,30430988.0,24.0,BatchNormalizationNS1024
batch_normalization_93,30455816.0,30455840.0,24.0,BatchNormalizationNS1024
predictions,30472278.0,30475893.0,3615.0,DenseNS1024
